gene,mean_vst,min_vst,max_vst,min_percentile,mean_percentile,expression_category
Amblyomma-americanum_evm.model.contig-124051-1.4,3.027220070019743,0.632402830608785,6.043945193966932,0,17,always
Amblyomma-americanum_evm.model.contig-124227-1.1,2.8069880601878823,1.7463035978770127,3.968683542015371,4,14,always
Amblyomma-americanum_evm.model.contig-124661-1.1,3.452434764923448,1.0973573568116628,5.900386815986873,1,25,always
Amblyomma-americanum_evm.model.contig-124662-1.2,3.5591750179255257,2.8423400993768295,4.041291486360296,14,28,always
Amblyomma-americanum_evm.model.contig-124662-1.4,5.739425488218909,3.006909806403746,7.176938876874473,17,71,always
Amblyomma-americanum_evm.model.contig-124784-1.1,3.9596527341974195,2.665828001522744,5.089038352500735,12,36,always
Amblyomma-americanum_evm.model.contig-12480-1.17,2.8740438555959282,2.4054281329648366,3.4613871578023034,9,15,always
Amblyomma-americanum_evm.model.contig-125007-1.1,5.600743573186315,3.3623310698721034,6.747627104354535,23,68,always
Amblyomma-americanum_evm.model.contig-1251-1.2,3.1115142799908595,1.4430943792034368,5.858175304765631,2,18,always
Amblyomma-americanum_evm.model.contig-125318-1.3,5.194665830715395,3.6954548417989286,7.408178296191754,31,61,always
Amblyomma-americanum_evm.model.contig-125410-1.4,5.190502386739939,3.1943892976240993,7.461921697188914,20,61,always
Amblyomma-americanum_evm.model.contig-12565-1.1,9.274334355723314,6.405018367020352,11.347067401099885,80,97,always
Amblyomma-americanum_evm.model.contig-125965-1.3,4.6384036635853985,3.229532784851719,7.300629593537345,20,50,always
Amblyomma-americanum_evm.model.contig-125965-1.5,6.0190276094124044,4.476592329996177,6.598212294477977,47,75,always
Amblyomma-americanum_evm.model.contig-126113-1.6,4.15568544019292,2.9986256971881713,5.028414237453167,16,40,always
Amblyomma-americanum_evm.model.contig-126126-1.6,4.433428037564932,3.2862344752345294,7.292970804745824,22,46,always
Amblyomma-americanum_evm.model.contig-126126-1.7,4.4647066767116135,2.8062752867993632,6.193270390052849,14,46,always
Amblyomma-americanum_evm.model.contig-126167-1.5,4.7515004197846435,4.107822738202689,5.635181101726828,39,53,always
Amblyomma-americanum_evm.model.contig-126184-1.2,2.8762466950343892,1.2890051235097832,5.0911781446443944,2,15,always
Amblyomma-americanum_evm.model.contig-126184-1.3,5.5408686699300915,3.4194368256239382,6.26641758285359,24,67,always
Amblyomma-americanum_evm.model.contig-12641-1.2,4.948017302049022,3.8314997401474162,7.331982510408428,33,56,always
Amblyomma-americanum_evm.model.contig-12641-1.8,3.439778246423118,2.4791140235324125,4.295021356734868,10,25,always
Amblyomma-americanum_evm.model.contig-126534-1.1,3.0430107196678855,1.365821813172611,4.58545895059943,2,17,always
evm.TU.contig_126551_1.2,4.128096593827988,3.5037233290227245,4.398595476010012,26,39,always
Amblyomma-americanum_evm.model.contig-126571-1.8,4.077537415912879,2.599888992083606,5.5775987776706355,11,38,always
Amblyomma-americanum_evm.model.contig-126958-1.1,3.167335289515962,1.1650960034365643,4.801763753233815,1,19,always
Amblyomma-americanum_evm.model.contig-126958-1.3,5.601175479200757,4.11949886860772,6.888968779685303,39,68,always
Amblyomma-americanum_evm.model.contig-1272-1.1,5.382888358188534,4.0928170649162094,7.821725685074755,38,64,always
Amblyomma-americanum_evm.model.contig-127416-1.1,4.667329920676523,3.3828609219993884,6.784563347702802,24,51,always
evm.TU.contig_127417_1.1,4.106832923734046,1.9347922240098074,6.418691183310595,5,39,always
Amblyomma-americanum_evm.model.contig-127417-1.2,7.893487438940242,6.517551077367871,9.496089465661292,81,92,always
Amblyomma-americanum_evm.model.contig-127515-1.1,3.417421679500986,2.626835847581605,4.6227648197117075,12,24,always
Amblyomma-americanum_evm.model.contig-127603-1.5,4.7702855461310065,3.336425496581302,5.73695499083414,23,53,always
Amblyomma-americanum_evm.model.contig-12761-1.6,2.8461915141608247,2.481109260152923,3.1710755875619054,10,14,always
Amblyomma-americanum_evm.model.contig-127632-1.1,2.071271651301502,0.16402586179876255,4.982804048712058,0,6,always
Amblyomma-americanum_evm.model.contig-127795-1.7,6.398353527072519,5.3937350804903454,7.821491159615694,65,80,always
Amblyomma-americanum_evm.model.contig-127872-1.1,3.9526031180830774,2.6360083369483798,4.402385477523004,12,36,always
Amblyomma-americanum_evm.model.contig-127986-1.1,3.513711606762304,3.022899414447409,4.106324182774372,17,27,always
Amblyomma-americanum_evm.model.contig-128020-1.2,4.594045752505988,3.7485763577347626,5.947523285586161,32,49,always
Amblyomma-americanum_evm.model.contig-128060-1.1,3.9547548428558805,3.18125504229083,4.986661529016398,20,36,always
Amblyomma-americanum_evm.model.contig-128063-1.1,3.0246408179694546,1.6270826950944581,4.330793195311574,3,17,always
Amblyomma-americanum_evm.model.contig-128108-1.3,5.034019269052278,2.5290522485716544,6.856258015844351,10,58,always
Amblyomma-americanum_evm.model.contig-128128-1.4,5.892239694875492,4.837751394401582,7.061896853831842,54,73,always
Amblyomma-americanum_evm.model.contig-128163-1.3,1.93532261796133,0.8108890026108556,4.086099391782123,0,5,always
Amblyomma-americanum_evm.model.contig-128168-1.1,4.260881187984113,2.4539866190678636,5.662929336488958,10,42,always
Amblyomma-americanum_evm.model.contig-128186-1.1,5.088279006121746,4.061459220705044,6.215440519673359,38,59,always
Amblyomma-americanum_evm.model.contig-12840-1.3,2.9879673463109166,1.8131526470848873,5.14085297876894,4,16,always
Amblyomma-americanum_evm.model.contig-12840-1.4,3.11169088292107,1.7157046283558834,4.555254992441757,4,18,always
Amblyomma-americanum_evm.model.contig-128744-1.3,6.378799417431765,5.780949837934922,7.115368044200013,71,80,always
Amblyomma-americanum_evm.model.contig-128819-1.3,8.816538143701466,7.338345057764452,9.515930447283342,89,96,always
Amblyomma-americanum_evm.model.contig-128819-1.6,2.9484512656971313,2.5081961362802305,3.3235836884888044,10,16,always
Amblyomma-americanum_evm.model.contig-128960-1.2,3.493126584981104,2.46561447280928,4.9812051863909,10,26,always
Amblyomma-americanum_evm.model.contig-129015-1.4,7.704793643578151,6.307226486712406,8.843487724261802,79,91,always
Amblyomma-americanum_evm.model.contig-129024-1.2,3.2108963314924797,2.011078003480149,4.190725147628418,6,20,always
Amblyomma-americanum_evm.model.contig-130104-1.1,6.003352781007234,3.5184228839691514,7.44099691806239,27,75,always
Amblyomma-americanum_evm.model.contig-130277-1.1,4.27954333605079,3.1795159080544595,5.610076136977902,19,43,always
Amblyomma-americanum_evm.model.contig-13036-1.5,4.582788249374299,3.0939740499447783,5.2721458171464795,18,49,always
Amblyomma-americanum_evm.model.contig-130394-1.2,4.762297322431348,2.363449505212109,9.21183906210409,9,53,always
Amblyomma-americanum_evm.model.contig-130394-1.3,6.074301629208782,5.505041983786439,6.66686474134741,67,76,always
Amblyomma-americanum_evm.model.contig-130862-1.3,3.2973035934776456,2.8174744553925173,4.082080959098836,14,22,always
Amblyomma-americanum_evm.model.contig-130914-1.5,10.081783426731016,8.40452434533049,11.886217075424724,94,98,always
Amblyomma-americanum_evm.model.contig-130998-1.2,7.829717237921622,7.421253514660975,8.32991609900043,89,92,always
Amblyomma-americanum_evm.model.contig-131009-1.3,5.0242620385589065,3.7732898374736523,6.120243800253425,32,58,always
Amblyomma-americanum_evm.model.contig-131093-1.1,4.870742808674294,2.4637644219282335,7.192706149250749,10,55,always
Amblyomma-americanum_evm.model.contig-131132-1.1,3.4637785825106957,1.8149138913965328,5.909575937838938,4,25,always
Amblyomma-americanum_evm.model.contig-131197-1.1,6.3790118503773785,1.696960815845894,9.932877499596305,4,80,always
Amblyomma-americanum_evm.model.contig-131197-1.3,3.239008915824926,1.8528512096782064,3.937233465839758,5,20,always
Amblyomma-americanum_evm.model.contig-131376-1.5,4.58008655343468,3.2901369352350756,5.359831653077935,22,49,always
Amblyomma-americanum_evm.model.contig-131607-1.4,7.973022943801804,6.977446219735994,9.683254021220085,86,93,always
Amblyomma-americanum_evm.model.contig-131630-1.4,3.032465028939919,2.3557119885395945,4.279260001099461,9,17,always
Amblyomma-americanum_evm.model.contig-13172-1.4,2.3235568541711085,1.0333730784923065,4.219939096071514,1,8,always
Amblyomma-americanum_evm.model.contig-13172-1.8,2.554755146253135,0.86488851557695,4.044111909695829,1,11,always
Amblyomma-americanum_evm.model.contig-131820-1.2,5.094386834265838,3.996195299165501,6.632558830238924,36,60,always
Amblyomma-americanum_evm.model.contig-131820-1.4,5.777218228705442,5.226507659054408,6.5437700579804785,62,71,always
Amblyomma-americanum_evm.model.contig-13186-1.4,6.158127407490812,4.097978268575768,7.753730828825825,39,77,always
Amblyomma-americanum_evm.model.contig-132136-1.1,5.8100993453022465,2.409427481307631,8.730041235375483,9,72,always
Amblyomma-americanum_evm.model.contig-132136-1.2,6.803778709642511,1.8532554053514707,8.847813462317779,5,84,always
Amblyomma-americanum_evm.model.contig-132146-1.1,3.314032852437246,2.080144830323313,4.506426221811851,6,22,always
Amblyomma-americanum_evm.model.contig-13218-1.1,5.31146381379469,3.652764510547091,7.272958580688193,30,63,always
Amblyomma-americanum_evm.model.contig-13218-1.2,4.825779634533463,3.398092442764833,6.0735773045016614,24,54,always
Amblyomma-americanum_evm.model.contig-132182-1.1,3.5602561290899812,2.2535228623651484,4.585507390225385,8,28,always
Amblyomma-americanum_evm.model.contig-132339-1.3,4.130928386439387,2.2889494552285026,6.961113328675729,8,39,always
evm.TU.contig_132383_1.1,4.407625473086416,1.398116319057407,6.005435172533946,2,45,always
Amblyomma-americanum_evm.model.contig-132750-1.1,6.106858715784268,5.495374933363005,6.688377671036003,67,76,always
Amblyomma-americanum_evm.model.contig-132854-1.5,5.884959901272401,3.0207689783393215,7.886226363221279,17,73,always
Amblyomma-americanum_evm.model.contig-132993-1.4,6.5036106082147915,5.47530333434831,7.1031239990293775,66,81,always
Amblyomma-americanum_evm.model.contig-132993-1.6,9.178232406087336,7.495628273067535,11.445171657512386,90,97,always
Amblyomma-americanum_evm.model.contig-133487-1.4,5.2107096494195355,3.3998352210072182,5.939781795778729,24,62,always
Amblyomma-americanum_evm.model.contig-133914-1.1,3.5107184842657375,2.2465246801778846,4.375977830952249,7,27,always
Amblyomma-americanum_evm.model.contig-133967-1.1,4.482374690104037,2.782596201831675,6.180652960521078,14,47,always
Amblyomma-americanum_evm.model.contig-134007-1.1,4.654612085424441,3.6940093752380525,5.524526596928573,30,51,always
Amblyomma-americanum_evm.model.contig-134143-1.1,2.807398035868686,1.8788172811224095,4.097890942837451,5,14,always
Amblyomma-americanum_evm.model.contig-134319-1.1,5.233508188578294,3.9005096670285044,6.990936691125751,34,62,always
Amblyomma-americanum_evm.model.contig-134364-1.1,3.123603665198989,1.0693307570638533,5.704378533360565,1,18,always
Amblyomma-americanum_evm.model.contig-134376-1.5,3.2303104749560645,1.5422820462362166,6.063435222795119,3,20,always
Amblyomma-americanum_evm.model.contig-134415-1.2,6.59408842707684,4.741295587270177,7.487003168153791,53,82,always
Amblyomma-americanum_evm.model.contig-134415-1.3,6.2547946875236,3.6915356365056837,7.629364154932602,30,78,always
Amblyomma-americanum_evm.model.contig-134424-1.2,3.5750344137545995,1.7975106996513253,5.83900231275705,4,28,always
Amblyomma-americanum_evm.model.contig-13443-1.3,5.866546458001196,3.1583545237282027,6.982219326983227,19,73,always
Amblyomma-americanum_evm.model.contig-13443-1.6,6.679440543124387,4.470652272795263,8.383701210825688,47,83,always
Amblyomma-americanum_evm.model.contig-134430-1.1,3.8981720102587527,1.4235433267120268,6.060926999593833,2,34,always
Amblyomma-americanum_evm.model.contig-134430-1.3,3.605186843049166,1.580109282667308,5.032358803177963,3,29,always
Amblyomma-americanum_evm.model.contig-134445-1.1,3.7462427486263,2.3022366635405858,5.692882010073521,8,31,always
Amblyomma-americanum_evm.model.contig-134450-1.1,6.253858759679816,3.229274903768934,8.547754925982154,20,78,always
Amblyomma-americanum_evm.model.contig-134450-1.3,2.814039852181558,1.1737138353956997,4.571937500522876,1,14,always
Amblyomma-americanum_evm.model.contig-134469-1.1,7.044695112637447,6.438694435345737,7.779620744903353,80,86,always
Amblyomma-americanum_evm.model.contig-13453-1.3,5.059410324117156,3.388757728685054,7.20915752893807,24,59,always
Amblyomma-americanum_evm.model.contig-134761-1.5,8.590665515869485,7.916194693411111,9.490473597767188,92,95,always
Amblyomma-americanum_evm.model.contig-134777-1.1,4.527135873518999,3.4704078984362976,5.773249763545657,26,48,always
Amblyomma-americanum_evm.model.contig-135031-1.2,8.296437871694199,6.506627937424903,9.412163747702591,81,94,always
Amblyomma-americanum_evm.model.contig-135280-1.1,4.453150337425637,2.174953978073465,5.384478876347036,7,46,always
Amblyomma-americanum_evm.model.contig-13530-1.5,4.332255640581934,3.004473278632471,5.376588239645421,17,44,always
Amblyomma-americanum_evm.model.contig-13530-1.6,3.3240094691483555,1.7771420299907406,5.755296726140064,4,22,always
Amblyomma-americanum_evm.model.contig-13564-1.2,4.225626848904142,3.5351644241895923,5.205037367298287,27,41,always
Amblyomma-americanum_evm.model.contig-135708-1.7,4.844650999788517,3.4661850174870255,6.937823646069261,26,55,always
Amblyomma-americanum_evm.model.contig-136071-1.5,4.9256108189938725,3.7629764845059257,6.177546615193338,32,56,always
Amblyomma-americanum_evm.model.contig-136135-1.2,5.89644098412824,1.5440365362911908,10.799979806571345,3,73,always
Amblyomma-americanum_evm.model.contig-136135-1.3,4.215011514121527,1.5696769445969017,7.2848225456718625,3,41,always
Amblyomma-americanum_evm.model.contig-136335-1.3,3.3055273532199547,1.5196701602019707,6.148390662577926,3,22,always
Amblyomma-americanum_evm.model.contig-136619-1.1,2.4979371994479154,1.0085665608704448,3.3879648291654374,1,10,always
Amblyomma-americanum_evm.model.contig-136757-1.3,3.4751036358876592,2.9108859200624257,4.1543835007727905,15,26,always
Amblyomma-americanum_evm.model.contig-13684-1.23,5.360394002527849,4.0790480617802665,6.380430900443007,38,64,always
Amblyomma-americanum_evm.model.contig-137051-1.2,3.6917447649241737,3.0622767250057166,5.653666174014813,18,30,always
Amblyomma-americanum_evm.model.contig-137114-1.1,5.633389978400035,4.540709633454835,6.987840809731496,48,69,always
Amblyomma-americanum_evm.model.contig-137400-1.2,4.302578888123191,2.3936197908644763,7.09330639851302,9,43,always
Amblyomma-americanum_evm.model.contig-137491-1.2,2.7316418310433934,0.31472240057909046,4.449016159942845,0,13,always
Amblyomma-americanum_evm.model.contig-137682-1.1,5.539988176210129,3.2717645601145575,7.471478970673571,21,67,always
Amblyomma-americanum_evm.model.contig-137685-1.2,5.221026452505585,4.118856858398792,7.01534478468521,39,62,always
Amblyomma-americanum_evm.model.contig-137848-1.3,4.652093285003379,3.2470871780691914,5.615421922807481,21,51,always
Amblyomma-americanum_evm.model.contig-138015-1.1,4.4339654411549185,3.5569382478022122,5.740638631080764,28,46,always
Amblyomma-americanum_evm.model.contig-138015-1.3,3.427046939958038,2.749948041126477,3.9618222956643643,13,25,always
Amblyomma-americanum_evm.model.contig-138015-1.4,3.37276161484685,1.487533186571199,7.398283853991249,3,23,always
Amblyomma-americanum_evm.model.contig-138092-1.1,2.9114734008281844,1.9274324762545303,3.413626500752107,5,15,always
Amblyomma-americanum_evm.model.contig-13816-1.1,4.334284315662368,2.325381020628647,6.049231506218605,8,44,always
Amblyomma-americanum_evm.model.contig-138225-1.2,5.091457474422126,4.362357803132191,6.428096528873723,44,59,always
Amblyomma-americanum_evm.model.contig-138232-1.10,3.3580055172201724,2.2956080788856252,6.9126030555433555,8,23,always
Amblyomma-americanum_evm.model.contig-138232-1.6,5.245781863033525,2.451419657497777,9.135878643721844,10,62,always
Amblyomma-americanum_evm.model.contig-138432-1.7,2.7506723061192826,1.3915787406412694,4.277011918441071,2,13,always
Amblyomma-americanum_evm.model.contig-138432-1.8,6.763052164634211,4.6274284465381195,8.584043027987786,50,84,always
Amblyomma-americanum_evm.model.contig-138471-1.4,5.834020324657048,5.297377076263251,6.609402995451813,63,72,always
Amblyomma-americanum_evm.model.contig-138665-1.1,5.852368182602632,2.7258963201270037,9.425770939132535,13,72,always
Amblyomma-americanum_evm.model.contig-138856-1.6,4.902797771376274,4.008272082561047,6.4700221898613,37,56,always
Amblyomma-americanum_evm.model.contig-138856-1.7,4.246028926158964,2.727179821024982,5.628937661047954,13,42,always
Amblyomma-americanum_evm.model.contig-139389-1.1,3.3819210690556836,2.4759493475798373,3.963643947708612,10,24,always
Amblyomma-americanum_evm.model.contig-139679-1.4,5.512231644997503,3.8281489772172743,8.017676648339409,33,67,always
Amblyomma-americanum_evm.model.contig-139843-1.1,3.0984479763006094,1.3201258751681968,6.200521674900173,2,18,always
